,text,sentiment
5249,johnkasich says economic growth extend lower class really gopdebate sensanders thedemocrats senatedems,0
5250,think god role running country http co fcl hdyxgn gopdebate fail,0
5252,eightdotters took stroll gopdebate hashtag spit loads coffee laughing good form progressives djmorrison,1
5253,fabulousmissem man republicans really hate women gopdebate,0
5254,rossoanto seen people looked orange since holland lined third place match brazil gopdebate,0
5255,first republican debate mess gop embarrassed http co chazbh mn gopdebate,0
5256,gopdebate think megyn kelly succeeded primary goal last night people talking today foxdebate foxnewsdebate,1
5257,protect business get writing contracts unprepared like gop candidates free min consult gopdebate,0
5258,shannonsanford undoubtedly foxnews want tedcruz questions smh gopdebate,0
5259,paulapoundstone gopdebate humble beginnings important part candidate country becoming goddamned candi,1
5261,yaakovschapiro gopdebate analysis scott walker expected charisma ideas amp solutions still strong chance might,1
5262,last night fox watch ten old white men ass go balls deep big bowl crazy gravy together gopdebate democracy,0
5263,perfect remedy gopdebate hangover ff brian kendracp tracywilson jimmy dore wherevermag sarahburris authorkimberley,0
5264,shannonsanford debate hands tedcruz man gopdebate http co plnkf zi,1
5265,yaakovschapiro gopdebate analysis jeb bush saw uncomfortable moments could use attractiveness needs g,0
5267,frank luntz gopdebate ted cruz great news https co cos pgnmpd,1
5269,adambrownagency im calling gopdebate post debate trump attack realdonaldtrump awesome job taking everybody inc,0
5270,join isis sign death warrant signed tedcruz next president us gopdebate wakeupamerica cruzcrew,0
5271,megynkelly moderated perot debate mr perot u r ugly disqualify u president foxnews sucked gopdebate,0
5273,gopdebate trump idiot brought important issues people like cruz already brought said like ass got publicity,0
5274,sheriffclarke glad ou came yes carlyfiorina nailed gopdebate acu bootcamp hardball chris travel safely,1
5275,yaakovschapiro thank foxnews bretbaier megynkelly chris wallace amp team guys put tremendous amount work tonight,1
5276,megynkelly realdonaldtrump gopdebate call donald sexist photos like women http co qgldrugng,0
5278,moment graduated high school watch gopdebate donaldtrump,1
5281,clear winner gopdebate anyone watch,0
5282,bettybowers essence gop remarks family father even bigger loser gopdebate,0
5283,zeitgeistghost fox gop party hunger games demagog food fighter carlyfiorina gopdebate morningjoe http co ygmgbavqut,0
5284,femshaveballz real loser debate jeb establishment begging us vote amp showed us sh,0
5286,prowrestling teach everything need know gopdebate http co brlwgxxkis target audience,0
5288,freedom free must fight every day realbencarson even vote guy appreciate truth gopdebate,1
5289,buy tedcruz stale rhetoric successful cve looks root causes radicalism amp adopts long term solutions gopdebate,0
5290,say want gop ratings roof single handedly thank realdonaldtrump gopdebate,1
5291,kylekulinski ben carson politically correct war aka violate international law think nothing gopdebate,0
5293,perfect remedy gopdebate hangover ff woodhouseb fakedansavage missb chasingtao hollandcooke robinhoodtax,0
5294,debate inquisition foxy rowdy republican debate http co gi kakuee gopdebate tcot ccot ycot,0
5295,johneberkowitz donald trump elected hell toupee gopdebate,0
5296,gopdebate realdonaldtrump alot speakin time pretty much used make mockery presidential campaign,0
5297,katiecouric cooper seems losing interest gopdebate http co fwqsaiebkr,0
5298,rubio good job last night gopdebate,1
5299,jamesviser trump loses gopdebate rubio cruz others triumph copolitics tcot tlot pjnet gop http co ynseyzrrha,0
5302,philsturgeon anyone protect right discriminate people based arbitrary thing decide fits religi,0
5304,hoonurse hey america gopdebate sums http co mskr h,0
5307,really hard time thinking ways pftcommenter could successful gopdebate shenanigans edsbs,1
5308,appears word gone fox rally around moderators gopdebate seeing lots staff tweets trying defend,0
5309,perfect remedy gopdebate hangover ff indiemediaweek truman town snarkylibdem relunrelated morgfair ianreifowitz,0
5310,trump megyn kelly sexism question nice question realdonaldtrump gopdebate http co q bhknxwie,0
5312,spudlovr walker rejection medicaid money costing wisconsin nearly million http co wvcilozkpf wiunion gopdebate p,0
5314,jamesrosenfnc good morning america ya native son teeing best gopdebate sound foxfriendsfirst amp,0
5315,tonykatz get debate govchristie randpaul discuss liberty security hour please wibc gopdebate,1
5318,really liked many candidates people much future presidents gopdebate happeningnow,0
5319,amandaclockwood scott walker amp droopy dog definitely related gopdebate http co hccdkmv wg,0
5322,marginalizing women lingerie model megynkelly realdonaldtrump glass houses debaitandswitch gopdebate https co hmkmm uona,0
5325,megynkelly realdonaldtrump insults everyone misogyny rosieodonnell throw first punch feud gopdebate,0
5326,props megynkelly great job asking hard hitting questions gopdebate last night,1
5327,gopdebate fills mild dread,0
5328,biggest loser last night megynkelly came across condescending cat boycott show gopdebate https co gln dwvcpn,0
5330,johnkasich really impressed debate hope see pole numbers increase gopdebate gop ohio,1
5332,right let get angry topics bring gopdebate like care penetrate bubble,0
5333,last night gopdebate saw bunch rich old despots zero solutions nations problems uniteblue cnn p,0
5338,good luck everyone competing gopdebate blaine weekend happycowsulti mnsuperioru texas tango deadrisedc,1
5339,ohiobats yes need listen gopdebate batsask mr kasich trickle working https co jjabl,0
5340,good idea colleague david boaz set chrischristie vs randpaul gopdebate watch http co xi dsibdsv cato,1
5341,debrajsaunders gasiaktvu donald trump self proclaimed winner gopdebate ladies agree,0
5342,elielcruz fact americans danger threat white men domestically isis internationally gopdebate,0
5344,dragswolf built wall gopdebate http co tvstft yk,0
5345,watch gopdebate last night saw st morning feel exactly like americanidol sim show werefucked,0
5346,donald trump rosie donnell feud donaldtrump slams megynkelly amp fat pig rosieodonnell video http co vdnbhh p gopdebate gop,0
5347,scotteweinberg thing longer two hobbit movies combined gopdebate,0
5348,themayaka vanjones jebbush looked like oatmeal getting colder zinggg gopdebate,0
5349,congratulations rosie making presidential discussion knew important gopdebate,0
5351,realdonaldtrump said best last night time getmoneyout gopdebate goptbt kochvspope http co xno ycfziv,1
5352,bicyclelobby since much oil comes middle east war cars effective war terrorism gopdebate,0
5353,jhogangidley goodbye cleveland oh hello greenville sc govmikehuckabee crushes gopdebate campaign continues http,1
5354,wish hilary carly fiorina passion spark take lessons gopdebate,1
5356,currently experiencing master class art political stupidity http co hzmglphbl via fodarecord gopdebate despair,0
5358,sallykohn really gain anything tonight gopdebate except even greater motivation elect democrat,0
5359,wonder president realdonaldtrump late night tweeting might look like meeting angela merkel gopdebate,0
5360,nyt assesment randpaul gopdebate performance made matter standwithrand http co b cr kx q,1
5362,amandagutterman wrote slantnews nostalgia time politics kind boring https co uipoaigi gopdeba,0
5363,scottwaker rope dope strategy gopdebate brilliant,1
5364,govtstheproblem apparently foxnews received order code red donald trump candidates gopde,0
5365,rightwinglatina marco rubio emerges party brightest star http co ttg geg se gopdebate rubio imwithmarco,1
5366,tiny part really wants donald trump us president mean would hilarious would horrible buthilarious gopdebate,0
5367,reactionarytree remember attack cuckservative gopdebate tonight http co urtvbe ekd,0
5371,college debate coach perspective gopdebate last night http co cafylqojk emoryadmission emorydebate trefpool,1
5372,chucknellis yes krauthammer said tedcruz best night cruz gopdebate,1
5373,benshapiro fast kasich track gay person invite wedding decided run president gopdebate,0
5375,ag conservative trump say opposed iraq war july invasion march gopdebate,0
5376,foxnews fxnopinion foxnewspolitics good job fox news gopdebate,1
5377,heysarahsweeney nostradamus predict village idiot would rule world bush gop,0
5379,consensus gopdebate several big winners real losers yet everyone holds place except fiorina math,0
5380,smshow frangeladuo gopdebate gave fucks blacklivesmatter http co iuwkyludmg,0
5382,themayaka marcorubio god generous republicans generous allowed lose twice give candida,0
5384,https co vjdgml g chris christie last night gopdebate,0
5386,drjohnstl asked realdonaldtrump amp gopdebate last night clear questions negatively baited amp lo,0
5388,perfect remedy gopdebate hangover ff ronprada soho francie memphisjohnny floridagordon floridajewel infamous deb,0
5389,notice last night nothing climate change minimum wage gun control barely got sex marriage gopdebate,0
5390,interesting every one gop candidates hates govt amp yet applying job join gopdebate,0
5392,tamaraleighllc disappointed megynkelly media girlcrush amp gopdebate think weareonabreak foxnews realdonaldtrump htt,0
5393,noimosque dr king says dream became nightmare https co fswfvawkh justiceorelse gopdebate,0
5394,governor walker said want make abortion illegal even rape incest save life mother gopdebate,0
5396,ugottawoody yep like watching political equivalent sharknado gopdebate https co autzytwnv,0
5397,irony thedailyshow ending speech bs night first gopdebate escape us sad,0
5398,megynkelly gopdebate last night watching anymore queen kelly poor fashion show debates,0
5399,hypocrisy govkasich lbgt insight unknown god agrees sodomy gopdebate https co xadp wwtq,0
5401,new statement gopdebate debate embarrassment correctrecord http co jwzqoaf e truthmatters alexwagner,0
5402,oppressedfart megynkelly drawing heat facebook attacking realdonaldtrump sexism narrative gopdebate http,0
5403,ag conservative trump asked evidence dumb accusation makes secondhand testimony anonymous border patrol agents go,0
5405,tobiasximenez need check source seems like something logical would say gopdebate republicanprimary http co ev cta,0
5406,ag conservative nobody talked illegal immigration trump said bunch dumb stuff right gopdebate,0
5407,megan kelly fired gopdebate,0
5409,blacksab fact gop candidate ever seen ratt gopdebate,0
5411,donald trump donald trumps world donald trumpiest http co e rboz zwy realdonaldtrump gopdebate,0
5412,elizabethnd nation knows awful jersey practically politically financially speaking facts bret rattled,0
5413,still disbelief last question last night god much separation church state gopdebate,0
5414,amymek shut repdwstweets gt typical lib tries convince americans r victims advance overreaching pub policies amp secure vote,0
5415,check donald trump amp rest gopdebate believe year song summer trap queen http co ugqnvjbhlp,0
5416,thebaxterbean deep personal debt marco rubio bought k boat leased k luxury suv http co qtn mpf e gopdebate ht,0
5418,kristanhawkins abortion greatest civil rights issue time gopdebate,0
5419,classy photos thursday gopdebate http co ssmeqwdqqi http co gnsxwcx yf,0
5422,gopdebate boring irrelevant group people,0
5424,elizabethnd chris christie done nothing promised us trump joke touch jerk gopdebate,0
5426,great gopdebate trust u fired hp fired thousands americans amp sent jobs overseas carlyfiorina foxnews cnn,0
5427,stephenfleming nytimes compels write cluster words never imagined writing hooray fox news gopdebate http,1
5428,well watching gopdebate decided voting candidates need watch another gopdebate,0
5429,gopdebate reveals gop candidates terrifying fantasies abortion http co gyjq nw tntvote ainf tlot p tcot womenrights,0
5431,perfect remedy gopdebate hangover ff cosgrove rascality dcdebbie satur joanwalsh rockymntnmike alikat,0
5433,let change racist usage word articulate describe republicans well spoken gopdebate,0
5435,johndrogin line night switched votes tedcruz according post debate fox focus group gopdebate http co aj,1
5436,mjtbaum maybe realdonaldtrump ask borrow gopdebate http co chnjqlqmbn,0
5437,thebaxterbean republicans always hate welfare benefits big gov especially grew relying gopdebate http,0
5438,debate ep american idol randy doooooooog gopdebate,0
5440,gopdebate hoping get better sense carlyfiorina liked saw,1
5441,wondering many friends mr trump pay come wedding rich gives lots money gopdebate afriendindeed,0
5443,andrejuwaan scottwalker plan giving priority working american families wages anti union debatewithbe,0
5444,gopdebate john kasich answer questions night sure maybe plays republicans,0
5446,gopdebate also someone please tell fuck voting jeb bush supposed polls one know fuck,0
5447,foxnews marklevinshow seanhannity realdonaldtrump thinks time rd party gopdebate trump trump foxnewsisdead news,0
5449,ciaradanix wakaflocka presidential debate gopdebate snakesinthegrass,0
5450,gopdebate reassured affinity republicans kurdish militants elected president jindal said arm kurds e pyd,1
5452,elizabethnd trump wins awkwardly pursed lips battle always gopdebate foxdebate foxnewsdebate bucksexton https,0
5453,dr king says dream became nightmare https co zmmwpr izh justiceorelse gopdebate,0
5454,dr king says dream became nightmare https co fswfvawkh justiceorelse gopdebate,0
5455,dr king says dream became nightmare https co uvymn u justiceorelse gopdebate,0
5456,dr king says dream became nightmare https co ybo weii u justiceorelse gopdebate,0
5457,cary cheshire know foxnews put debbie wasserman schultz tv scaring tons kids right bed gopdebate,0
5459,trump asked weigh idiotic god question fb maybe god purchased property yet gopdebate,0
5461,levigolden agree carson compelling given chance gopdebate,1
5463,dianeravitch gopdebate megan asked scott walker would let wife die save unborn child,0
5465,yobynnad president would send blacklivesmatter gang border build wall would matter,0
5466,things donald trump said would destroyed gop candidate http co xrw zisxrb politico gopdebate gop,0
5467,candidates represented clear superior choice hillary bernie elizabeth uncle joe gopdebate teaparty tcot tdgn,0
5469,liberalmmama words gop lose economy improving none could beat pres obama gopdebate https co ycf,0
5470,think arthur anderson could run gopdebate honest foxnewsdebate,0
5472,thebaxterbean oops gopdebate https co jq fb xm,0
5473,uptomyknees facebook logos stage debate potential leaders nation chillingly sinister blata,0
5474,spot take gop field following gopdebate good party makes excellent tv http co xtrt mbcl iacaucus,0
5475,fakejdgreear randpaul reminds evil land developer trying bulldoze neighborhood every movie ever gopdebate,0
5476,guess laughing carly carlyfiorina gopdebate https co kbt ltzyhk,0
5477,linnyitssn still stop laughing rand paul freaked chris christie gave black president hug gopdeba,0
5478,real question many minutes fox news questions gopdebate foxnews nytimes seems like waste airtime,0
5479,coebooth really going say race one question one guy gopdebate,0
5480,bipartisanism stay sober gopdebate drinking games take shot every time someone tells truth http co v gklmd,0
5481,rubio backed insurance market covers people obamacare covers fl alone http co whgcid ee gopdebate http co awqcpfnw,0
5482,peterbeinart make planned parenthood pay wall mexico gopdebate,0
5483,winners gop debates kasich fiorina clinton sanders donnell kelly gopdebate,0
5484,last nights gopdebate hilary clinton long shot,0
5485,nowthisnews last night gopdebate unsurprisingly complete circus realdonaldtrump ringleader http co bigyh,0
5487,chriscamps randpaul rolled eyes chrischristie mentioned hugged victims goodbye rand lost respect,0
5490,disturbing watch trump applauded admits calling women fat pigs disgusting animals gopdebate election wow,0
5491,sarahwoodwriter pretty much sums first gopdebate http co f gadlinpn,0
5492,baffled gopdebate people still intending vote one smh,0
5493,gopdebate score cmarinucci https co sisbsjpubf,1
5494,gopdebate loved walker nodding along carson responses carson speaks common sense sadly uncommon trait,1
5497,looks like saddest reboot ocean eleven schwarzenegger make presser gopdebate https co sz lu b,0
5499,joeprich megynkelly remember scolded candy crowley exactly tonight gopdebate shill http co,0
5500,bencarson gets waterboarding really ms kelly man brilliant made moments great president gopdebate,1
5501,brittparker trump joke hate people supporting gopdebate,0
5503,gopdebate really like dr ben carson sure really takes handle foreign policy,0
5504,ladysandersfarm ppl gopdebate could better democrats killing country dems waronwomen http,0
5506,andrewcryer think berniesanders gopdebate debatewithbernie ever thought idea deserves golden st,0
5509,canadian leaders debated trump producing wildest show politics http co mejxxpzg v us usa uspoli gop gopdebate,0
5510,ornyadams fyi live tweeting teen mom mtv night great tv gopdebate,1
5512,gdestefano gopdebate trump proved got balls weild u power assemble killer team amp get done realdonaldt,1
5515,presidentcam please leave god gopdebate,0
5516,thepatriot hey jeb commoncore dumbing children trying fool gopdebate,0
5517,really distracting little fox facebook panels height gopdebate,0
5519,marty allen fox news knows full shit donald trump know hecked gopdebate,0
5520,scott walker amp droopy dog definitely related gopdebate http co hccdkmv wg,0
5522,liberalmmama yr old son watching news heard jeb bush act love debate asked gave w elec,0
5525,jjauthor waiting megynkelly ask realdonaldtrump stop beating wife gopdebate jgkight http c,0
5527,thebaxterbean taking long ted cruz renounce canadian citizenship http co xvafpf gopdebate http c,0
5531,fakelouholtzksr needsh luck irithsh holtz gopdebate katienolan kathleenmadigan http co yjjpyzuuue,0
5532,lesleyabravanel stupid mexico smart america stupid rosie pig trump sober pass tequila,0
5533,notaxation thank thoughts gopdebate long would think round candidates hang around,1
5534,ben herring saying cold war vet like saying player really big game got rained gopdebate,0
5535,stop world want get http co zqysesat j gopdebate,0
5537,going finish gopdebate dvr remembered early coffee want keep soul,0
5539,know someone finalized amount time candidate speak send pls gopdebate,0
5542,ronsantofan fox news made loud clear core conservatives welcomed cruz snubbed tonight poor gop,0
5543,megynkelly bretbaier foxnewssunday ppl say realdonaldtrump needs specifics yet u gave type questions opponents gopdebate,1
5544,makeeshathomas peggebeen leader integrity country beg god get one upright sortaricanrara,0
5545,jjauthor obama negotiate terrorists sets free finances realdonaldtrump gopdebate,0
5546,much better follow twitter last night actual gopdebate elect one tweeps republican candidates,0
5547,blacknbklyn theroot based last nights gopdebate people mindset blacklivesmatter brought answer,0
5548,christie closing statement destroyed good towards gopdebate,0
5550,kasich signed law budget rape crisis centers lose public funding counseled rape victims abt abortion gopdebate,0
5551,legalizenegroes need president cant say extremist islamic terrorist call dylan roof white terrori,0
5552,yay money brown people gays bad haha women terrorists god gopdebate gop,0
5553,comcatholicgrl government tries invade church time resist randpaul gopdebate,1
5554,certain rare moments gopdebate seemed pres elec middle ages seriously u r welcome th century plz come,0
5555,fox news tries trip trump st gop debate megynkelly donaldtrump gopdebate http co yqyzacdit,0
5556,speakerboehner lie mr speaker like realdonaldtrump realbencarson carlyfiorina gopdebate,0
5557,joethemailman gopdebate omg megynkelly seeks approval liberal quack gt debbie wasserman schultz http co zjrbnu,0
5558,gopdebate omg dream ticket would randpaul carlyfiorina ticket care potus vice,1
5559,freedomjames chris christie loser gopdebate,0
5560,elizabethnd wish carlyfiorina putting dudes especially trump christie places gopdebate foxdebate htt,1
5561,seen far better political debates last night gopdebate winner john kasich looked presidential perception matters,1
5562,sfriedscientist oh shit guys chumps place quick build wall around gopdebate,0
5563,media continues praise last night fox news hit job specific candidates http co qd lbg vdf gopdebate tcot,0
5564,u homes tv sets watched last night gopdebate x highest rated debates election http co ele lmeoxo,1
5566,gopdebate realdonaldtrump bencarson got personal stupid questions total gop establishment hitjob trump,0
5567,jjpatriot disaster megynkelly gopdebate sad one reason watch foxnews,0
5568,trump healthcare answer actually made sense gopdebate,1
5569,elizabethnd kind grossed christie using help cause feels weird amp wrong something way doin,0
5570,mk mr simpson stalked savagely murdered women j ex wife audience roars laughter applause gopdebate,0
5571,trump must something right lame stream media fox karl rove news come swinging gopdebate realdonaldtrump,1
5572,reformedbroker rubio blamed dodd frank wiping banks chronology disease memento guys gopdebate,0
5573,watching great show male psyche amp created violent greedy cruel society realized gopdebate,0
5574,still realdonaldtrump jebbush reminds jimmy carter n bit like johnkerry fine need tuffer gopdebate,1
5575,megynkelly tedcruz leaders want enforce immigration laws gopdebate,0
5576,rainbow wigs fire floppy shoes thrown asunder never slow gawk car wreck unless clowncarwreck gopdebate,0
5578,elizabethnd amen chrisrbarron lived promises made state gopdebate foxnewsdebate foxdebate http,0
5580,keeps reince priebus night gop rnc trump republicans foxnews tcot gopdebate http co j csjumc,0
5582,stephenstephan paul collect records terrorists less americans th amendments warrants mean something bighugs,0
5583,abc wntonight ignores p gopdebate cbseveningnews omits carlyfiorina line trump http co dl mbjhjug,0
5584,christie huckabee walker get top marks score well last night http co afiekcitk gopdebate,1
5585,obvious got megynkelly rupert murdoch wants fox back trump coverage http co ao zzfzep trump gopdebate,0
5586,fox news ask trump real questions still know good people think gopdebate foxdebate,0
5587,gov gilmore gingerlanier fox gop party hunger games demagog food fighter carlyfiorina gopdebate morningjoe http co ygmgbavqut,0
5589,lybr stupid cons saying trump gopdebate comments fuel waronwomen rhetoric yeah b c libs needed reason use baseless accu,0
5590,ridiculous things realdonaldtrump said gopdebate http co j op gealf,0
5591,gopdebate summed http co fkysdrwzs,0
5592,decided wait recaps analysis last nights gopdebate even leave bored annoyed disgusted gop,0
5593,donald trump butt plugs available http co mkescv bxe donaldtrump gopdebate trump fucktrump https co yhxs kae,0
5594,well watching gopdebate last night know like hated country waronwomen,0
5595,kennedynation rubio repeal doddfrank amen gopdebate,1
5597,platypus shark hey jeb bush know prevents abortion contraception planned parenthood provides gopdebate,0
5599,catching morning gopdebate got like http co sqmqpnhdh,0
5600,frank luntz gopdebate great news ted cruz https co zqjnczdlyx via youtube,1
5601,biggest losers gopdebate megynkelly chris wallace cynical arrogant condescending game show hosts,0
5602,frankluntz john kasich got louder applause q arena cleveland lebron james gopdebate,1
5603,gopdebate realbencarson made good points unity freedom needs elaborate plans put effect,1
5605,javajoex carlyfiorina debates tingled chris matthews gopdebate,0
5607,ufcw protest scott walker slymans cleveland gopdebate http co j xybppmw,0
5608,gopdebate best one ever seen tactful informative little humor,1
5609,great gopdebate trust ur website u claim u lost daughter stepmom carlyfiorina foxnews,0
5611,blacklivesmatter activists tweeted kkkorgop highlight racistpolitical rhetoric gopdebate http co ctiznnaczg via rhrealitycheck,0
5613,megynkelly though great job questions debate trump ass amp really shine light gopdebate,0
5614,marco rubio consistently gave strong substantive answers wins main event http co bdqt tc w gopdebate http co guk mjuph,1
5615,sentedcruz brilliant principled fearless future party est rove priebus gop statist dinosaur gopdebate,1
5616,realdonaldtrump need hole president another one gopdebate,0
5617,could trump take megyn kelly serious debate moderator firemegynkelly gopdebate foxdebate rinoclowns http co xbbnos uv,0
5624,chris christie relevant box doughnuts jenny craig meeting gopdebate gop randpaul,0
5625,megynkelly brithume realdonaldtrump fine gopdebate,1
5626,bassem masri wow gop running blatantly running bigotry war torture addressing problems home kkkorgop go,0
5628,ableg gopdebate lgbtq community careing kind hospitable christian faith hateful http co mgsu vmaio,0
5629,omg favorite thing gopdebate http co mgzo xhamj,1
5632,saltrifilio get berniesanders debate floor soon need something wash taste gopdebate word vomit mou,0
5635,jamilsmith thought brianbeutler recaps gopdebate messy display conservative ego id http,0
5639,speakez fox longer trusted grubering viewers noltenc hardline stance gopdebate,0
5641,course internationalbeerday comes gopdebate donald trump gold last night watched bar http co x ctjaxwn,1
5644,two picks marco rubio amp carly fiorina gopdebate dream team,1
5645,repdold disapointd gopdebate candidates adrs endalz last night alz th leading cause death us comments alzillinois,0
5646,mike surtel megynkelly questions like attacks realdonaldtrump u get upset got tough u j,1
5647,gopdebate candidates handled well considering awkward intro hostile moderators amp questions designed bloody candidates,0
5649,watched gopdebate strong candidates clear winner interesting see wins trumpvsfoxnews feud,0
5650,facebook manipulating voter turnout http co htwqozlegb gopdebate sponsor creepy election,0
5653,reminder family important republican candidates gay families http co cs usassqs gopdebate http co fmafdubmfb,0
5654,gopdebate well ought interesting drinkinggame anyone donald trump real winner asshole http co ivgi yq tb,0
5655,rj gui r anyone keeping track many times lincoln rolls grave tonight gopdebate,0
5656,everyone morning post gopdebate drink every time mention jesus game put floor,0
5660,darrenrosario gop planning win election without women minority votes know old white men,0
5661,thebaxterbean n j credit rating downgraded record times chris christie leadership http co tce dneucy gopdebate htt,0
5662,loved gopdebate johnkasick said god gave unconditional love give children,1
5664,jon swift trump turd gopdebate,0
5666,realmikebennett donaldtrump finishing answer gopdebate http co axcsmluzfl,1
5667,megynkelly think gopdebate far best thing debate republicandebate megynforpresident,1
5668,mattgubser watch gopdebate tv get,0
5670,isabelframer davidleopold isabelframer tells cnn gopdebate lacks substance ohdems tntweeters latism uniteblue htt,0
5671,clear winners gopdebate last night circus continues https co wsw mstnrh,0
5672,fakedansavage kasich jeb underwhelmed rubio meh christie tanked trump wounded others worth talking g,0
5674,donald trump wins election know biff stole almanac timeline gopdebate via someecards,0
5676,thehiredmind trumpians first question trump said would gladly get hillary elected getting gopdebate,0
5677,ladysandersfarm bush lame way around gopdebate,0
5679,hrc time ending military ban transgender service long overdue gopdebate,0
5680,curlyheadred omg ben carson really talking race war gopdebate http co dhju h pi,0
5681,mahamosa far one question mention gopdebate climatechange shame fox earth environment green climate globa,0
5682,zigzagoonsquad pulling trump like minions candidates gopdebate,1
5683,fox gives trump er fox speaking time first debate realdonaldtrump gopdebate http co mhtd ypwlb,0
5684,gopdebate last night phenomenal ratings prove watching biased news sources spin sound bites ridiculous,0
5685,may missed dissapointed lack conversation marijuana gopdebate,0
5686,ben carson vote vote torture gopdebate,0
5688,better sporting event wisconsin dems gather watch scott walker gopdebate http co etaghxfs l wiunion p ctl,1
5689,loved gopdebate johnkasich said issue gaymarriage planted create discord divideandconquer,0
5691,kellyannbraun kasich knows nothing working class tired f ing mailman gig nevervote kasich gopdebate tbats ohiobats http,0
5692,dopeitstom knew believe came said gopdebate http co haandikfd,0
5693,zigzagoonsquad jeb bush lookin like president movie president villain gopdebate,0
5696,ted cruz lied telling truth gopdebate,0
5697,best reality show earth gopdebate,1
5698,hear gov kasich ohio supports fracking including past attempts frack public parks gopdebate,0
5699,gopdebate realdonaldtrump trying make whole process reality show one hatred filled tweet time still awful,0
5700,watching gopdebate first time lmfao,0
5701,jeromebristow votetrueblue facebook cliff notes version debate gopdebate voteblue uniteblue http,0
5702,edeweysmith wonder donald trump still leading polls tomorrow gopdebate presidentialdebate,0
5703,gopdebate vine dabulldawg https co ygrnilseuj,0
5704,political correctness right wing mainstream media empire refusal call trump racist misogynist amp fascist gopdebate,0
5705,know finish really good book wake next day wishing wacky adventures would never end gopdebate,1
5706,gregbeharrell gopdebate republican candidates get identities complaining cleveland lebron thing,0
5711,andrewwmullins correction thinks frankluntz worse rosie donnell gopdebate https co oxc vgk,0
5713,theyoungturks anyone gopdebate mention th anniversary civil rights act day http co ivdufwa,0
5714,megynkelly deserves big thank glad someone asked tough questions candidates gopdebate gop foxdebate,1
5715,gopdebate turns spectacle leaves realdonaldtrump top http co cdty rbb tntweeters ainf tlot tcot p latism,0
5716,marco rubio told face candidate yesterday anti gay bigotry http co eiuettlf gopdebate http co gjghtfodto,1
5717,gopdebate trump trumped bush bushed walker weak huckabee cruz loonies usual carson insignificant rand sucks fiorina hysterical,1
5719,disheartening row ten tall men ainslie hayes need gopdebate westwing https co dhic hwtyh,0
5720,reguardless political stances hope took time see gopdebate love seeing genuine interest u politics,1
5721,jeb bush snapchat gopdebate mighty fine ppl stage better hillary clinton bernie sanders,0
5722,buttergenie purpose military kill people break things actual thing mike huckabee said gopdebate,0
5724,wish gopdebate mentioned illuminati,0
5725,tweets made sense gopdebate https co tja orrzs,0
5726,sfloridastorm gopdebate great becuz great gop candidates amp great foxnews questions marcorubio wins top class http,1
5727,last nights debate damn well better america time kick ass forget pc politics usual gopdebate trump,1
5728,megynkelly asks trump abt crude remarks towards responds petty insults http co apfmccpe gopdebate,0
5729,funniest tweets gopdebate failing even mention climate change http co cxoxwpa j climate,0
5730,jobs numbers contrasts dystopian view america gopdebate also nostalgic america roads paved gold never existed,0
5732,realdonaldtrump gave master class get away sexism http co sdqby via voxdotcom gopdebate,1
5734,kesgardner huckabee reagan trust verify obama trust vilify anyone disagrees strong answer iran de,1
5736,bryboone tedcruz foxnews ignoring fb feedback gopdebate morning live programs happened fair balanced,0
5737,mt lessgovmorefun american people want president tell truth sen ted cruz gopdebate http co n ntwnobnl,1
5740,jillbidenveep way women hold monthly funerals periods like flush goldfish gopd,0
5741,cenkuygur love fox news found one young black republican facebook gopdebate,1
5742,shoq ignore pundit blither biggest winner last night gopdebate barackobama full stop,0
5743,al gorelioni following conservatives sickened foxnews gopdebate tcot,0
5744,wokkitout names call women politically correct showing respect realdonaldtrump gopdebate,0
5745,janellemonae summation gopdebate feelings reprorights reprofreedom misogynyisnothonesty http co ysfen uk,0
5746,gopdebate foxnews failed https co gclqy kaq,0
5747,cbsmiami gopdebate repeliotengel potus hid secret sex life da america ppl bet got sneaky deal w iran http co iedjhem f,0
5748,politicoroger jeb bush continues act like person wandered election wants part gopdebate,0
5749,erinrook spoiler alert every republican candidate thinks knows god wants gopdebate,0
5751,disappointed scottwalker extreme anti woman antiabortion stance stated last night unreasonable gopdebate outoflove,0
5752,honestly stand seeing christie feed news etc worst thing u say abt fat educate gopdebate,0
5754,neinquarterly winning gopdebate according preliminary reports anybody watching,0
5757,gopdebate ready gop goodbyeobama neveragain,1
5758,erasing us women find trump thinking rosie fat disgusting dyke pig offensive think shes fat disgusting dyke,0
5759,randpaul defend th amendment eloquently last night article good mediator http co vlt ymse gopdebate,0
5761,erinmallorylong planned parenthood bit gopdebate http co qc z kkye,0
5762,laurendestefano gopdebate members know women sometimes televisions,0
5763,kayleymelissa gopdebate like trial unbreakable kimmy schmidt dona http co jaqjwnndgb http co eqfo j ezw,0
5764,jewhaditm early nielsen ratings suggest thursday gopdebate watched primary debate history megynkelly http co dbzkk,1
5767,career politicians work washington guys sure talk lotta shit career politicians work washington gopdebate,0
5768,shellbelle oh g h really fantastic carlyfiorina gopdebate chrismatthewsgottold https co h dss dxmo,1
5771,thanks realdonaldtrump securing white house democrats liar bully dice gopdebate,0
5773,hokiehoos megyn kelly comedy show go nov considered journalist gopdeba,0
5775,realdonaldtrump said best last night time getmoneyout gopdebate goptbt kochvspope http co xno ycfziv,1
